categ,fold1,fold2,fold3,fold4,fold5,PNG,BYTES
LINE_T,train,train,train,test,test,CTX194900457-1.png,496407
LINE_T,train,dev,dev,train,train,CTX194900458-1.png,479546
LINE_T,dev,train,train,train,train,CTX194900459-1.png,496064
LINE_T,test,test,train,dev,dev,CTX194900460-1.png,543247
LINE_T,train,train,train,train,train,CTX194900461-1.png,527163
LINE_T,train,train,train,train,train,CTX194900462-1.png,688717
LINE_T,train,train,train,train,train,CTX194900463-1.png,630467
LINE_T,train,train,train,train,train,CTX194900464-1.png,514776
LINE_T,train,train,train,train,train,CTX194900465-1.png,582534
LINE_T,train,dev,dev,train,train,CTX194900468-1.png,560066
LINE_T,test,train,test,train,train,CTX194900469-1.png,567567
LINE_T,train,train,train,train,train,CTX194900470-1.png,537477
LINE_T,dev,train,train,test,test,CTX194900471-1.png,519866
LINE_T,train,test,train,dev,dev,CTX194900472-1.png,474329
LINE_T,train,train,train,train,train,CTX194900473-1.png,428907
LINE_T,train,train,train,train,train,CTX194900474-1.png,569119
LINE_T,train,train,train,train,train,CTX194900475-1.png,502596
LINE_T,train,train,train,train,train,CTX194900476-1.png,534673
LINE_T,train,train,train,train,train,CTX194900477-1.png,532524
LINE_T,train,train,test,train,test,CTX194900478-1.png,453339
LINE_T,test,train,train,train,train,CTX194900479-1.png,448670
LINE_T,train,test,dev,test,train,CTX194900480-1.png,203918
LINE_T,train,train,train,dev,dev,CTX194900481-1.png,665617
LINE_T,dev,train,train,train,train,CTX194900491-1.png,644476
LINE_T,train,dev,train,train,train,CTX194900492-1.png,477659
LINE_T,train,train,train,train,train,CTX194900493-1.png,553024
LINE_T,train,train,train,train,train,CTX194900494-1.png,613952
LINE_T,train,train,train,train,train,CTX194900495-1.png,686139
LINE_T,train,train,train,train,train,CTX194900496-1.png,732825
LINE_T,train,train,test,train,dev,CTX194900497-1.png,166881
LINE_T,train,dev,train,train,train,CTX194900498-1.png,164458
LINE_T,train,test,train,train,train,CTX194900499-1.png,165686
LINE_T,train,train,train,dev,test,CTX194900500-1.png,166952
LINE_T,test,train,dev,test,train,CTX194900502-1.png,3056910
LINE_T,dev,train,train,train,train,CTX194900503-1.png,434314
LINE_T,train,train,train,train,train,CTX194900504-1.png,547530
LINE_T,train,train,train,train,train,CTX194900505-1.png,482069
LINE_T,train,train,train,train,train,CTX194900506-1.png,464959
LINE_T,train,train,train,train,train,CTX194900507-1.png,542644
LINE_T,train,train,train,train,train,CTX194900508-1.png,534737
LINE_T,train,test,test,train,test,CTX194900509-1.png,634548
LINE_T,test,train,train,test,dev,CTX194900510-1.png,449539
LINE_T,train,train,train,train,train,CTX194900511-1.png,534148
LINE_T,train,train,train,train,train,CTX194900512-1.png,462859
LINE_T,dev,dev,dev,dev,train,CTX194900513-1.png,448368
LINE_T,train,train,train,train,train,CTX194900514-1.png,488099
LINE_T,train,train,train,train,train,CTX194900515-1.png,509277
LINE_T,train,train,train,train,train,CTX194900516-1.png,536834
LINE_T,train,train,train,train,train,CTX194900517-1.png,1388459
LINE_T,train,train,train,train,dev,CTX194900518-1.png,586319
LINE_T,test,train,test,train,train,CTX194900519-1.png,660354
LINE_T,train,dev,train,dev,test,CTX194900520-1.png,584757
LINE_T,train,test,train,train,train,CTX194900521-1.png,640537
LINE_T,dev,train,train,test,train,CTX194900522-1.png,487584
LINE_T,train,train,dev,train,train,CTX194900523-1.png,603325
LINE_T,train,train,train,train,train,CTX194900524-1.png,677056
LINE_T,train,train,train,train,train,CTX194900527-1.png,492245
LINE_T,train,train,train,train,train,CTX194900528-1.png,2163270
LINE_T,train,train,train,train,train,CTX194900529-1.png,191923
LINE_T,train,train,train,test,train,CTX194900530-1.png,170061
LINE_T,test,train,train,train,test,CTX194900531-1.png,179977
LINE_T,train,dev,dev,train,dev,CTX194900980-1.png,1224699
LINE_T,train,test,test,train,train,CTX194901016-1.png,740763
LINE_T,dev,train,train,train,train,CTX194901017-1.png,670402
LINE_T,train,train,train,dev,train,CTX194901018-1.png,1099358
LINE_T,train,train,train,train,train,CTX194901019-1.png,806654
LINE_T,train,train,train,train,train,CTX194901020-1.png,768565
LINE_T,train,train,train,train,train,CTX194901021-1.png,967758
LINE_T,train,train,train,train,train,CTX194901022-1.png,805883
LINE_T,train,train,test,train,train,CTX194901023-1.png,719025
LINE_T,train,dev,train,train,train,CTX194901024-1.png,746443
LINE_T,train,train,dev,dev,dev,CTX194901025-1.png,673718
LINE_T,train,train,train,train,test,CTX194901026-1.png,673601
LINE_T,test,test,train,test,train,CTX194901027-1.png,662743
LINE_T,dev,train,train,train,train,CTX194901028-1.png,687633
LINE_T,train,train,train,train,train,CTX194901029-1.png,722481
LINE_T,train,train,train,train,train,CTX194901030-1.png,672460
LINE_T,train,train,train,train,train,CTX194901031-1.png,596116
LINE_T,train,train,train,train,train,CTX194901032-1.png,643514
LINE_T,dev,train,dev,train,test,CTX194901033-1.png,580506
LINE_T,train,train,train,train,train,CTX194901034-1.png,559083
LINE_T,train,test,train,train,train,CTX194901035-1.png,607139
LINE_T,train,dev,train,train,train,CTX194901036-1.png,650347
LINE_T,train,train,test,dev,train,CTX194901037-1.png,889979
LINE_T,test,train,train,test,dev,CTX194901038-1.png,759474
LINE_T,train,train,train,train,train,CTX194901039-1.png,714286
LINE_T,train,train,train,train,train,CTX194901041-1.png,745265
LINE_T,train,train,train,train,train,CTX194901042-1.png,883602
LINE_T,train,train,train,train,train,CTX194901043-1.png,729541
LINE_T,dev,train,train,train,train,CTX194901044-1.png,635701
LINE_T,train,train,train,test,train,CTX194901154-1.png,469541
LINE_T,train,dev,test,train,test,CTX194901155-1.png,485986
LINE_T,test,train,dev,train,train,CTX194901156-1.png,463859
LINE_T,train,test,train,dev,train,CTX194901158-1.png,465696
LINE_T,train,train,train,train,dev,CTX194901159-1.png,437088
LINE_T,train,train,train,train,train,CTX194901160-1.png,458914
LINE_T,train,train,train,train,train,CTX194901161-1.png,513230
LINE_T,train,train,train,train,train,CTX194901162-1.png,426055
LINE_T,train,train,train,train,train,CTX194901163-1.png,422512
LINE_T,train,train,train,train,train,CTX194901164-1.png,127892
LINE_T,test,test,train,test,train,CTX194901165-1.png,114210
LINE_T,train,train,train,train,train,CTX194901166-1.png,106688
LINE_T,dev,dev,test,dev,test,CTX194901167-1.png,103713
LINE_T,train,train,dev,train,dev,CTX194901168-1.png,743544
LINE_T,train,train,train,train,train,CTX194901169-1.png,478926
LINE_T,train,train,train,train,train,CTX194901170-1.png,442346
LINE_T,train,train,train,train,train,CTX194901171-1.png,492583
LINE_T,train,train,train,train,train,CTX194901172-1.png,758081
LINE_T,train,train,train,train,train,CTX194901173-1.png,464623
LINE_T,dev,train,train,train,dev,CTX194901174-1.png,413990
LINE_T,test,train,train,test,train,CTX194901175-1.png,496366
LINE_T,train,test,train,dev,test,CTX194901176-1.png,627141
LINE_T,train,train,train,train,train,CTX194901177-1.png,545515
LINE_T,train,dev,test,train,train,CTX194901178-1.png,416462
LINE_T,train,train,dev,train,train,CTX194901179-1.png,478246
LINE_T,train,train,train,train,train,CTX194901180-1.png,510558
LINE_T,train,train,train,train,train,CTX194901181-1.png,555237
LINE_T,train,train,train,train,train,CTX194901182-1.png,575694
LINE_T,train,train,train,train,train,CTX194901183-1.png,442063
LINE_T,train,train,test,train,dev,CTX194901184-1.png,555448
LINE_T,dev,train,train,test,train,CTX194901185-1.png,528232
LINE_T,train,test,train,train,train,CTX194901186-1.png,511662
LINE_T,train,train,dev,train,train,CTX194901187-1.png,662006
LINE_T,train,dev,train,train,test,CTX194901188-1.png,400826
LINE_T,test,train,train,dev,train,CTX194901189-1.png,577207
LINE_T,train,train,train,train,train,CTX194901190-1.png,2398619
LINE_T,train,train,train,train,train,CTX194901191-1.png,2134252
LINE_T,train,train,train,train,train,CTX194901192-1.png,561197
LINE_T,train,train,train,train,train,CTX194901193-1.png,522989
LINE_T,train,test,test,train,train,CTX194901194-1.png,558346
LINE_T,train,train,train,train,train,CTX194901195-1.png,534878
LINE_T,train,dev,train,train,train,CTX194901196-1.png,533570
LINE_T,dev,train,train,dev,test,CTX194901197-1.png,515021
LINE_T,test,train,dev,test,dev,CTX194901198-1.png,536048
LINE_T,train,train,train,train,train,CTX194901199-1.png,505351
LINE_T,train,train,train,train,train,CTX194901200-1.png,444703
LINE_T,train,train,train,train,train,CTX194901202-1.png,465884
LINE_T,train,train,train,train,train,CTX194901204-1.png,438886
LINE_T,train,train,train,train,train,CTX194901205-1.png,474727
LINE_T,test,train,dev,train,train,CTX194901206-1.png,545461
LINE_T,train,train,train,train,train,CTX194901207-1.png,587075
LINE_T,dev,test,train,test,test,CTX194901208-1.png,493164
LINE_T,train,train,train,train,train,CTX194901209-1.png,459826
LINE_T,train,train,test,dev,dev,CTX194901210-1.png,461316
LINE_T,train,dev,train,train,train,CTX194901211-1.png,507852
LINE_T,train,train,train,train,train,CTX194901212-1.png,473592
LINE_T,train,train,train,train,train,CTX194901213-1.png,598236
LINE_T,train,train,train,train,train,CTX194901242-1.png,515100
LINE_T,train,train,train,train,train,CTX194901243-1.png,582264
LINE_T,test,train,train,train,test,CTX194901244-1.png,609278
LINE_T,train,test,train,test,train,CTX194901245-1.png,567234
LINE_T,train,dev,train,train,train,CTX194901246-1.png,601594
LINE_T,train,train,test,train,train,CTX194901247-1.png,553457
LINE_T,train,train,dev,dev,train,CTX194901248-1.png,491435
LINE_T,dev,train,train,train,dev,CTX194901249-1.png,627354
LINE_T,train,train,train,train,train,CTX194901250-1.png,650235
LINE_T,train,train,train,train,train,CTX194901251-1.png,574029
LINE_T,train,train,train,train,train,CTX194901253-1.png,1203736
LINE_T,train,train,train,train,train,CTX194901254-1.png,711576
LINE_T,train,train,train,train,train,CTX194901255-1.png,607700
LINE_T,test,dev,train,train,train,CTX194901256-1.png,673550
LINE_T,dev,test,train,test,train,CTX194901257-1.png,751244
LINE_T,train,train,dev,dev,test,CTX194901258-1.png,569429
LINE_T,train,train,train,train,dev,CTX194901259-1.png,589608
LINE_T,train,train,test,train,train,CTX194901260-1.png,583465
LINE_T,train,train,train,train,train,CTX194901261-1.png,616292
LINE_T,train,train,train,train,train,CTX194901262-1.png,557458
LINE_T,train,train,train,train,train,CTX194901263-1.png,504750
LINE_T,train,train,train,train,train,CTX194901264-1.png,521295
LINE_T,train,test,train,train,train,CTX194901266-1.png,648429
LINE_T,dev,train,train,dev,dev,CTX194901267-1.png,536842
LINE_T,train,dev,train,test,train,CTX194901268-1.png,517948
LINE_T,test,train,test,train,train,CTX194901269-1.png,518838
LINE_T,train,train,train,train,test,CTX194901270-1.png,633627
LINE_T,train,train,dev,train,train,CTX194901271-1.png,564483
LINE_T,train,train,train,train,train,CTX194901272-1.png,999158
LINE_T,train,train,train,train,train,CTX194901273-1.png,654927
LINE_T,train,train,train,train,train,CTX194901274-1.png,655251
LINE_T,train,train,train,train,train,CTX194901275-1.png,693964
LINE_T,train,train,train,train,train,CTX194901276-1.png,609414
LINE_T,train,test,train,dev,train,CTX194901277-1.png,619009
LINE_T,dev,train,train,test,test,CTX194901278-1.png,576171
LINE_T,train,dev,train,train,train,CTX194901279-1.png,643604
LINE_T,test,train,dev,train,dev,CTX194901280-1.png,518538
LINE_T,train,train,test,train,train,CTX194901281-1.png,880784
LINE_T,train,train,train,train,train,CTX194901282-1.png,420381
LINE_T,train,train,train,train,train,CTX194901283-1.png,812887
LINE_T,train,train,train,train,train,CTX194901285-1.png,540238
LINE_T,train,train,train,train,train,CTX194901286-1.png,527778
LINE_T,train,train,dev,train,dev,CTX194901287-1.png,527302
LINE_T,train,train,train,test,train,CTX194901288-1.png,539054
LINE_T,test,train,train,dev,train,CTX194901289-1.png,508883
LINE_T,train,train,train,train,test,CTX194901290-1.png,589001
LINE_T,train,test,test,train,train,CTX194901292-1.png,478080
LINE_T,dev,dev,train,train,train,CTX194901293-1.png,663326
LINE_T,train,train,train,train,train,CTX194901294-1.png,537970
LINE_T,train,train,train,train,train,CTX194901296-1.png,599492
LINE_T,train,train,train,train,train,CTX194901297-1.png,477218
LINE_T,train,train,train,train,train,CTX194901298-1.png,480692
LINE_T,train,train,train,train,train,CTX194901299-1.png,640620
LINE_T,train,train,train,dev,test,CTX194901300-1.png,510424
LINE_T,train,test,test,train,train,CTX194901301-1.png,504117
LINE_T,test,dev,train,test,dev,CTX194901302-1.png,618915
LINE_T,train,train,dev,train,train,CTX194901303-1.png,510605
LINE_T,dev,train,train,train,train,CTX194901304-1.png,795212
LINE_T,train,train,train,train,train,CTX194901305-1.png,599685
LINE_T,train,train,train,train,train,CTX194901306-1.png,683056
LINE_T,train,train,train,train,train,CTX194901307-1.png,546573
LINE_T,train,train,train,train,train,CTX194901308-1.png,520858
LINE_T,train,train,train,train,train,CTX194901309-1.png,611273
LINE_T,train,test,test,train,dev,CTX194901310-1.png,567679
LINE_T,test,dev,dev,train,train,CTX194901311-1.png,469970
LINE_T,train,train,train,test,train,CTX194901312-1.png,197261
LINE_T,dev,train,train,dev,test,CTX194901313-1.png,219747
LINE_T,train,train,train,train,train,CTX194901314-1.png,217294
LINE_T,train,train,train,train,train,CTX194901315-1.png,1564338
LINE_T,train,train,train,train,train,CTX194901316-1.png,566594
LINE_T,train,train,train,train,train,CTX194901317-1.png,482965
LINE_T,train,train,train,train,train,CTX194901318-1.png,472902
LINE_T,train,train,train,train,dev,CTX194901319-1.png,527232
LINE_T,test,train,test,test,train,CTX194901320-1.png,461061
LINE_T,train,train,train,train,train,CTX194901321-1.png,482245
LINE_T,dev,train,dev,dev,train,CTX194901322-1.png,490637
LINE_T,train,dev,train,train,train,CTX194901323-1.png,575276
LINE_T,train,test,train,train,test,CTX194901324-1.png,548273
LINE_T,train,train,train,train,train,CTX194901325-1.png,636894
LINE_T,train,train,train,train,train,CTX194901326-1.png,1243462
LINE_T,train,train,train,train,train,CTX194901327-1.png,1448755
LINE_T,train,train,train,train,train,CTX194901328-1.png,443953
LINE_T,train,train,dev,train,test,CTX194901329-1.png,508814
LINE_T,train,dev,train,dev,train,CTX194901350-1.png,589113
LINE_T,dev,train,train,train,train,CTX194901351-1.png,503044
LINE_T,train,train,train,train,dev,CTX194901352-1.png,476722
LINE_T,test,test,train,test,train,CTX194901353-1.png,541038
LINE_T,train,train,test,train,train,CTX194901354-1.png,505991
LINE_T,train,train,train,train,train,CTX194901355-1.png,554884
LINE_T,train,train,train,train,train,CTX194901356-1.png,641867
LINE_T,train,train,train,train,train,CTX194901357-1.png,566344
LINE_T,train,train,train,train,train,CTX194901358-1.png,565677
LINE_T,test,train,test,train,train,CTX194901359-1.png,538818
LINE_T,train,train,dev,train,train,CTX194901360-1.png,501639
LINE_T,train,dev,train,test,test,CTX194901361-1.png,574386
LINE_T,train,test,train,train,train,CTX194901362-1.png,566358
LINE_T,dev,train,train,train,dev,CTX194901363-1.png,672341
LINE_T,train,train,train,dev,train,CTX194901364-1.png,489385
LINE_T,train,train,train,train,train,CTX194901365-1.png,614133
LINE_T,train,train,train,train,train,CTX194901366-1.png,589480
LINE_T,train,train,train,train,train,CTX194901368-1.png,582495
LINE_T,train,train,train,train,train,CTX194901369-1.png,446974
LINE_T,train,train,dev,train,train,CTX194901370-1.png,1909486
LINE_T,test,train,test,train,train,CTX194901371-1.png,453923
LINE_T,dev,train,train,dev,train,CTX194901374-1.png,516891
LINE_T,train,test,train,train,dev,CTX194901375-1.png,563436
LINE_T,train,train,train,test,train,CTX194901377-1.png,482658
LINE_T,train,dev,train,train,test,CTX194901378-1.png,466365
LINE_T,train,train,train,train,train,CTX194901379-1.png,794522
LINE_T,train,train,train,train,train,CTX194901380-1.png,462991
LINE_T,train,train,train,train,train,CTX194901382-1.png,586022
LINE_T,train,train,train,train,train,CTX194901383-1.png,623284
LINE_T,train,train,train,train,dev,CTX194901384-1.png,628487
LINE_T,train,train,train,test,train,CTX194901385-1.png,669221
LINE_T,test,test,dev,train,train,CTX194901386-1.png,486708
LINE_T,dev,train,test,train,test,CTX194901387-1.png,400528
LINE_T,train,train,train,train,train,CTX194901388-1.png,550930
LINE_T,train,dev,train,dev,train,CTX194901389-1.png,652857
LINE_T,train,train,train,train,train,CTX194901390-1.png,684177
LINE_T,train,train,train,train,train,CTX194901391-1.png,653323
LINE_T,train,train,train,train,train,CTX194901392-1.png,514529
LINE_T,train,train,train,train,train,CTX194901393-1.png,512491
LINE_T,test,test,train,train,train,CTX194901394-1.png,239104
LINE_T,train,train,test,dev,train,CTX194901395-1.png,494176
LINE_T,train,dev,train,train,train,CTX194901397-1.png,537097
LINE_T,train,train,train,train,train,CTX194901398-1.png,494658
LINE_T,train,train,train,test,test,CTX194901399-1.png,531722
LINE_T,dev,train,train,train,dev,CTX194901400-1.png,518140
LINE_T,train,train,dev,train,train,CTX194901403-1.png,215855
LINE_T,train,train,train,train,train,CTX194901404-1.png,217380
LINE_T,train,train,train,train,train,CTX194901405-1.png,220186
LINE_T,train,train,train,train,train,CTX194901406-1.png,1078247
LINE_T,train,train,test,train,train,CTX194901407-1.png,567487
LINE_T,test,train,train,test,train,CTX194901409-1.png,222759
LINE_T,train,test,dev,dev,test,CTX194901410-1.png,239130
LINE_T,train,train,train,train,train,CTX194901411-1.png,229547
LINE_T,train,train,train,train,dev,CTX194901412-1.png,241517
LINE_T,dev,dev,train,train,train,CTX194901413-1.png,271697
LINE_T,train,train,train,train,train,CTX194901414-1.png,293288
LINE_T,train,train,train,train,train,CTX194901415-1.png,255637
LINE_T,train,train,train,train,train,CTX194901416-1.png,612568
LINE_T,train,train,train,train,train,CTX194901417-1.png,506448
LINE_T,train,train,train,test,train,CTX194901542-1.png,563481
LINE_T,dev,dev,train,train,train,CTX194901551-1.png,759067
LINE_T,train,test,train,train,dev,CTX194901555-1.png,716479
LINE_T,train,train,test,train,train,CTX194901584-1.png,694118
LINE_T,train,train,train,dev,test,CTX194901585-1.png,847679
LINE_T,test,train,dev,train,train,CTX194901623-1.png,848935
LINE_T,train,train,train,train,train,CTX194901624-1.png,856584
LINE_T,train,train,train,train,train,CTX194901625-1.png,973635
LINE_T,train,train,train,train,train,CTX194901626-1.png,993866
LINE_T,train,train,train,train,train,CTX194901670-1.png,548078
LINE_T,train,train,test,train,train,CTX194901688-1.png,830291
LINE_T,train,train,train,test,train,CTX194901720-1.png,640707
LINE_T,test,dev,train,train,train,CTX194901721-1.png,655790
LINE_T,train,train,train,train,test,CTX194901722-1.png,651550
LINE_T,train,test,dev,train,dev,CTX194901723-1.png,515797
LINE_T,dev,train,train,dev,train,CTX194901724-1.png,1521262
LINE_T,train,train,train,train,train,CTX194901726-1.png,142497
LINE_T,train,train,train,train,train,CTX194901727-1.png,283037
LINE_T,train,train,train,train,train,CTX194901728-1.png,835209
LINE_T,train,train,train,train,train,CTX194901729-1.png,558251
LINE_T,train,train,train,train,train,CTX194901730-1.png,372279
LINE_T,test,train,train,dev,dev,CTX194901731-1.png,769649
LINE_T,train,train,test,train,train,CTX194901732-1.png,528385
LINE_T,dev,test,train,test,test,CTX194901733-1.png,473500
LINE_T,train,train,dev,train,train,CTX194901734-1.png,499722
LINE_T,train,dev,train,train,train,CTX194901735-1.png,346213
LINE_T,train,train,train,train,train,CTX194901737-1.png,221782
LINE_T,train,train,train,train,train,CTX194901738-1.png,574044
LINE_T,train,train,train,train,train,CTX194901739-1.png,593219
LINE_T,train,train,train,train,train,CTX194901740-1.png,634183
LINE_T,test,train,train,train,train,CTX194901741-1.png,502490
LINE_T,train,test,test,dev,test,CTX194901742-1.png,524155
LINE_T,train,dev,train,train,train,CTX194901743-1.png,216034
LINE_T,dev,train,train,test,train,CTX194901744-1.png,657120
LINE_T,train,train,dev,train,train,CTX194901745-1.png,447948
LINE_T,train,train,train,train,dev,CTX194901746-1.png,856278
LINE_T,train,train,train,train,train,CTX194901747-1.png,461664
LINE_T,train,train,train,train,train,CTX194901748-1.png,606698
LINE_T,train,train,train,train,train,CTX194901749-1.png,447659
LINE_T,train,train,train,train,train,CTX194901750-1.png,461218
LINE_T,train,train,train,train,train,CTX194901751-1.png,416390
LINE_T,train,train,train,train,train,CTX194901752-1.png,521356
LINE_T,test,train,train,test,train,CTX194901753-1.png,580800
LINE_T,train,test,test,train,dev,CTX194901754-1.png,517246
LINE_T,dev,train,dev,train,test,CTX194901755-1.png,684824
LINE_T,train,dev,train,train,train,CTX194901756-1.png,533036
LINE_T,train,train,train,dev,train,CTX194901757-1.png,977347
LINE_T,train,train,train,train,train,CTX194901758-1.png,803684
LINE_T,train,train,train,train,train,CTX194901759-1.png,874944
LINE_T,train,train,train,train,train,CTX194901760-1.png,642696
LINE_T,train,test,train,train,train,CTX194901761-1.png,687606
LINE_T,train,train,test,train,test,CTX194901762-1.png,718211
LINE_T,test,train,train,dev,dev,CTX194901763-1.png,607032
LINE_T,train,train,dev,train,train,CTX194901764-1.png,617729
LINE_T,dev,train,train,test,train,CTX194901765-1.png,692274
LINE_T,train,dev,train,train,train,CTX194901766-1.png,581839
LINE_T,train,train,train,train,train,CTX194901767-1.png,625719
LINE_T,train,train,train,train,train,CTX194901768-1.png,529300
LINE_T,train,train,train,train,train,CTX194901769-1.png,506714
LINE_T,train,train,train,train,train,CTX194901770-1.png,489025
LINE_T,train,train,train,train,train,CTX194901773-1.png,489196
LINE_T,train,test,train,test,test,CTX194901774-1.png,443522
LINE_T,train,dev,train,train,train,CTX194901775-1.png,498226
LINE_T,test,train,dev,train,dev,CTX194901776-1.png,572211
LINE_T,train,train,test,dev,train,CTX194901777-1.png,933992
LINE_T,dev,train,train,train,train,CTX194901778-1.png,719957
LINE_T,train,train,train,train,train,CTX194901779-1.png,741166
LINE_T,train,train,train,train,train,CTX194901780-1.png,574682
LINE_T,train,train,train,train,train,CTX194901781-1.png,872205
LINE_T,train,train,train,train,train,CTX194901782-1.png,757413
LINE_T,dev,train,train,train,train,CTX194901783-1.png,678319
LINE_T,train,test,dev,test,train,CTX194901784-1.png,665944
LINE_T,train,train,train,train,test,CTX194901785-1.png,564854
LINE_T,train,train,train,train,dev,CTX194901786-1.png,805747
LINE_T,test,dev,test,train,train,CTX194901787-1.png,192082
LINE_T,train,train,train,dev,train,CTX194901788-1.png,500348
LINE_T,train,train,train,train,train,CTX194901789-1.png,535446
LINE_T,train,train,train,train,train,CTX194901794-1.png,526046
LINE_T,train,train,train,train,train,CTX194901796-1.png,646598
LINE_T,train,train,train,train,train,CTX194901797-1.png,656370
LINE_T,train,train,test,dev,train,CTX194901798-1.png,720705
LINE_T,train,dev,train,train,dev,CTX194901799-1.png,596150
LINE_T,train,test,train,test,train,CTX194901800-1.png,558926
LINE_T,dev,train,train,train,train,CTX194901836-1.png,624541
LINE_T,test,train,train,train,test,CTX194901837-1.png,3522171
LINE_T,train,train,dev,train,train,CTX194901838-1.png,545497
LINE_T,train,train,train,train,train,CTX194901839-1.png,535853
LINE_T,train,train,train,train,train,CTX194901840-1.png,558994
LINE_T,train,train,train,train,train,CTX194901847-1.png,56589
LINE_T,train,train,train,train,train,CTX194901848-1.png,523847
LINE_T,dev,train,test,train,train,CTX194901849-1.png,502898
LINE_T,train,dev,train,test,train,CTX194901850-1.png,419007
LINE_T,train,train,train,train,test,CTX194901851-1.png,971718
LINE_T,test,train,dev,train,train,CTX194901852-1.png,611704
LINE_T,train,test,train,train,train,CTX194901853-1.png,733934
LINE_T,train,train,train,dev,dev,CTX194901854-1.png,619387
LINE_T,train,train,train,train,train,CTX194901855-1.png,555848
LINE_T,train,train,train,train,train,CTX194901856-1.png,582791
LINE_T,train,train,train,train,train,CTX194901857-1.png,539718
LINE_T,train,train,train,train,train,CTX194901859-1.png,630632
LINE_T,train,test,train,test,test,CTX194901860-1.png,486210
LINE_T,test,train,dev,train,train,CTX194901861-1.png,294636
LINE_T,train,train,train,train,train,CTX194901862-1.png,193478
LINE_T,dev,train,test,train,train,CTX194901863-1.png,223803
LINE_T,train,train,train,dev,train,CTX194901864-1.png,266002
LINE_T,train,dev,train,train,dev,CTX194901865-1.png,245027
LINE_T,train,train,train,train,train,CTX194901866-1.png,244624
LINE_T,train,train,train,train,train,CTX194901867-1.png,236740
LINE_T,train,train,train,train,train,CTX194901868-1.png,529910
LINE_T,train,train,train,train,train,CTX194901869-1.png,472284
LINE_T,train,dev,train,dev,test,CTX194901870-1.png,536937
LINE_T,train,test,test,train,train,CTX194901871-1.png,493200
LINE_T,dev,train,train,test,train,CTX194901872-1.png,655975
LINE_T,train,train,train,train,train,CTX194901874-1.png,547046
LINE_T,test,train,dev,train,dev,CTX194901875-1.png,468609
LINE_T,train,train,train,train,train,CTX194901876-1.png,517651
LINE_T,train,train,train,train,train,CTX194901877-1.png,3037482
LINE_T,train,train,train,train,train,CTX194901878-1.png,2422117
LINE_T,train,train,train,train,train,CTX194901879-1.png,915314
LINE_T,train,train,train,train,train,CTX194901880-1.png,2984002
LINE_T,test,test,train,train,dev,CTX194901881-1.png,2424793
LINE_T,train,train,train,dev,train,CTX194901882-1.png,2283105
LINE_T,train,dev,train,train,test,CTX194901883-1.png,1011237
LINE_T,train,train,dev,test,train,CTX194901885-1.png,901829
LINE_T,dev,train,train,train,train,CTX194901886-1.png,2661962
LINE_T,train,train,test,train,train,CTX194901887-1.png,2090804
LINE_T,train,train,train,train,train,CTX194901888-1.png,2309558
LINE_T,train,train,train,train,train,CTX194901889-1.png,1089188
LINE_T,train,train,train,train,train,CTX194901890-1.png,3791731
LINE_T,train,train,train,train,train,CTX194901891-1.png,1054056
LINE_T,test,train,train,dev,train,CTX194901892-1.png,701801
LINE_T,train,dev,train,train,train,CTX194901893-1.png,584972
LINE_T,dev,test,test,train,train,CTX194901894-1.png,149649
LINE_T,train,train,train,train,test,CTX194901895-1.png,240227
LINE_T,train,train,train,train,train,CTX194901896-1.png,558822
LINE_T,train,train,dev,test,dev,CTX194901897-1.png,303722
LINE_T,train,train,train,train,train,CTX194901898-1.png,232088
LINE_T,train,train,train,train,train,CTX194901899-1.png,205524
LINE_T,train,train,train,train,train,CTX194901900-1.png,624229
LINE_T,train,train,train,train,train,CTX194901901-1.png,587906
LINE_T,test,train,train,train,train,CTX194901902-1.png,461805
LINE_T,train,train,train,train,test,CTX194901903-1.png,484506
LINE_T,train,test,dev,train,train,CTX194901904-1.png,559025
LINE_T,train,dev,train,test,train,CTX194901905-1.png,562406
LINE_T,train,train,train,train,train,CTX194901906-1.png,522278
LINE_T,dev,train,test,dev,train,CTX194901907-1.png,468639
LINE_T,train,train,train,train,dev,CTX194901908-1.png,468080
LINE_T,train,train,train,train,train,CTX194901909-1.png,582450
LINE_T,train,train,train,train,train,CTX194901910-1.png,522929
LINE_T,train,train,train,train,train,CTX194901911-1.png,594799
LINE_T,test,train,train,train,train,CTX194901913-1.png,575080
LINE_T,train,dev,dev,train,train,CTX194901914-1.png,523807
LINE_T,train,train,train,dev,train,CTX194901915-1.png,496286
LINE_T,dev,test,train,train,dev,CTX194901916-1.png,560759
LINE_T,train,train,train,test,test,CTX194901917-1.png,574647
LINE_T,train,train,test,train,train,CTX194901918-1.png,547036
LINE_T,train,train,train,train,train,CTX194901919-1.png,598050
LINE_T,train,train,train,train,train,CTX194901920-1.png,527235
LINE_T,train,train,train,train,train,CTX194901921-1.png,617991
LINE_T,train,train,train,train,train,CTX194901922-1.png,651013
LINE_T,train,train,train,train,train,CTX194901974-1.png,212480
LINE_T,test,train,train,dev,train,CTX194901975-1.png,602549
LINE_T,train,test,train,test,test,CTX194901976-1.png,881847
LINE_T,dev,train,train,train,train,CTX194901977-1.png,457137
LINE_T,train,train,test,train,dev,CTX194901978-1.png,519830
LINE_T,train,dev,dev,train,train,CTX194901979-1.png,448363
LINE_T,train,train,train,train,train,CTX194901980-1.png,505069
LINE_T,train,train,train,train,train,CTX194901981-1.png,594714
